mileage,Age,stroke_values,Light Type,price
25000,14,4 stroke,Double Light,700000
26000,5,4 stroke,Double Light,1225000
80000,12,4 stroke,Double Light,850000
75000,17,2 stroke,Single Light,685000
60000,23,2 stroke,Single Light,345000
32000,5,4 stroke,Double Light,1350000
6656,17,4 stroke,Single Light,460000
100000,8,4 stroke,Double Light,895000
32322,8,4 stroke,Double Light,800000
32152,11,4 stroke,Double Light,750000
70000,9,4 stroke,Double Light,1250000
54890,10,4 stroke,Double Light,850000
45000,8,4 stroke,Double Light,995000
45000,18,4 stroke,Single Light,680000
45000,21,2 stroke,Single Light,500000
90000,7,4 stroke,Double Light,1050000
35000,19,2 stroke,Single Light,460000
64000,8,4 stroke,Double Light,1340000
65000,10,4 stroke,Double Light,790000
31525,8,4 stroke,Double Light,925000
50000,9,4 stroke,Double Light,1050000
40000,17,2 stroke,Single Light,670000
85000,12,4 stroke,Double Light,750000
27000,8,4 stroke,Double Light,1300000
53335,14,4 stroke,Double Light,510000
75000,11,4 stroke,Double Light,960000
45000,8,4 stroke,Double Light,1050000
45000,17,2 stroke,Single Light,560000
47000,5,4 stroke,Double Light,1275000
65000,17,4 stroke,Single Light,510000
75100,10,4 stroke,Double Light,1000000
39000,15,4 stroke,Single Light,665000
15000,11,4 stroke,Double Light,970000
52300,10,4 stroke,Double Light,750000
50000,13,4 stroke,Double Light,730000
46000,8,4 stroke,Double Light,1115000
30000,20,2 stroke,Single Light,650000
65500,8,4 stroke,Double Light,930000
44313,14,4 stroke,Double Light,640000
125000,17,2 stroke,Single Light,690000
40000,8,4 stroke,Double Light,1070000
80000,15,4 stroke,Single Light,735000
44331,10,4 stroke,Double Light,930000
63800,12,4 stroke,Double Light,750000
55000,16,4 stroke,Single Light,580000
32156,17,4 stroke,Single Light,880000
45000,14,4 stroke,Double Light,725000
56231,17,4 stroke,Single Light,470000
45623,14,4 stroke,Double Light,655000
45000,17,2 stroke,Single Light,685000
60000,17,4 stroke,Single Light,585000
60000,17,2 stroke,Single Light,610000
89000,18,2 stroke,Single Light,498000
65000,13,4 stroke,Double Light,625000
48200,8,4 stroke,Double Light,950000
46827,16,4 stroke,Single Light,525000
20000,15,4 stroke,Single Light,600000
86300,14,4 stroke,Double Light,565000
41577,8,4 stroke,Double Light,975000
33424,11,4 stroke,Double Light,920000
76535,19,2 stroke,Single Light,450000
50000,7,4 stroke,Double Light,940000
99000,11,4 stroke,Double Light,850000
37231,8,4 stroke,Double Light,1300000
60000,17,4 stroke,Single Light,520000
53000,13,4 stroke,Double Light,750000
80000,16,4 stroke,Single Light,635000
32155,18,4 stroke,Single Light,574000
48000,8,4 stroke,Double Light,920000
57462,12,4 stroke,Double Light,825000
56000,11,4 stroke,Double Light,875000
20000,13,4 stroke,Double Light,800000
6000,11,4 stroke,Double Light,900000
66654,12,4 stroke,Double Light,890000
15800,7,4 stroke,Double Light,1080000
65121,17,4 stroke,Single Light,850000
50000,12,4 stroke,Double Light,700000
56000,7,4 stroke,Double Light,1025000
65000,8,4 stroke,Double Light,820000
45000,19,2 stroke,Single Light,650000
41000,7,4 stroke,Double Light,1095000
52000,17,2 stroke,Single Light,600000
77765,10,4 stroke,Double Light,980000
45535,14,4 stroke,Double Light,660000
19239,9,4 stroke,Double Light,900000
32125,10,4 stroke,Double Light,1060000
78900,20,2 stroke,Single Light,585000
35000,9,4 stroke,Double Light,1190000
26000,5,4 stroke,Double Light,1260000
70000,16,4 stroke,Single Light,495000
80000,7,4 stroke,Double Light,1250000
38000,9,4 stroke,Double Light,975000
32152,19,2 stroke,Single Light,700000
18000,21,2 stroke,Single Light,465000
38030,10,4 stroke,Double Light,1060000
65122,12,4 stroke,Double Light,795000
45342,11,4 stroke,Double Light,800000
60000,15,4 stroke,Single Light,660000
75500,19,2 stroke,Single Light,490000
42568,9,4 stroke,Double Light,940000
38000,12,4 stroke,Double Light,960000
40000,9,4 stroke,Double Light,1300000
80870,12,4 stroke,Double Light,710000
89564,13,4 stroke,Double Light,580000
30000,10,4 stroke,Double Light,1025000
89564,16,4 stroke,Single Light,565000
42500,7,4 stroke,Double Light,1080000
57845,17,2 stroke,Single Light,375000
60000,13,4 stroke,Double Light,850000
100000,21,2 stroke,Single Light,395000
67798,12,4 stroke,Double Light,775000
32154,6,4 stroke,Double Light,1025000
53352,13,4 stroke,Double Light,780000
42883,7,4 stroke,Double Light,1100000
45000,23,2 stroke,Single Light,350000
48000,11,4 stroke,Double Light,885000
65412,20,2 stroke,Single Light,340000
75000,13,4 stroke,Double Light,810000
78000,18,4 stroke,Single Light,575000
46276,19,2 stroke,Single Light,550000
20000,9,4 stroke,Double Light,1000000
32221,9,4 stroke,Double Light,1050000
63588,8,4 stroke,Double Light,1140000
55000,12,4 stroke,Double Light,850000
52000,8,4 stroke,Double Light,900000
42442,6,4 stroke,Double Light,1150000
54321,21,2 stroke,Single Light,410000
32000,13,4 stroke,Double Light,545000
47000,7,4 stroke,Double Light,900000
50000,10,4 stroke,Double Light,730000
50000,19,2 stroke,Single Light,750000
24000,12,4 stroke,Double Light,825000
50000,19,2 stroke,Single Light,460000
40000,8,4 stroke,Double Light,1090000
21605,9,4 stroke,Double Light,1110000
46000,7,4 stroke,Double Light,1250000
25000,10,4 stroke,Double Light,850000
47000,12,4 stroke,Double Light,875000
54532,10,4 stroke,Double Light,1025000
35000,7,4 stroke,Double Light,1180000
43285,5,4 stroke,Double Light,1490000
54000,11,4 stroke,Double Light,830000
51600,8,4 stroke,Double Light,950000
31000,8,4 stroke,Double Light,1100000
56000,11,4 stroke,Double Light,1000000
75000,20,2 stroke,Single Light,530000
43321,15,4 stroke,Single Light,900000
45000,21,2 stroke,Single Light,450000
50000,14,4 stroke,Double Light,650000
32155,5,4 stroke,Double Light,1175000
46000,6,4 stroke,Double Light,1450000
40000,10,4 stroke,Double Light,1050000
35000,10,4 stroke,Double Light,860000
56230,13,4 stroke,Double Light,850000
32936,10,4 stroke,Double Light,880000
39000,4,4 stroke,Double Light,1400000
56238,9,4 stroke,Double Light,975000
71000,15,4 stroke,Single Light,795000
39000,9,4 stroke,Double Light,850000
80000,20,2 stroke,Single Light,485000
45000,11,4 stroke,Double Light,1000000
68000,13,4 stroke,Double Light,750000
65000,12,4 stroke,Double Light,630000
65834,13,4 stroke,Double Light,995000
44313,18,4 stroke,Single Light,570000
112000,18,2 stroke,Single Light,630000
12345,17,4 stroke,Single Light,610000
20000,19,2 stroke,Single Light,600000
35215,5,4 stroke,Double Light,1235000
45000,11,4 stroke,Double Light,770000
19000,8,4 stroke,Double Light,895000
176000,22,2 stroke,Single Light,448000
30000,8,4 stroke,Double Light,1060000
20000,15,4 stroke,Single Light,655000
45803,9,4 stroke,Double Light,1075000
45000,14,4 stroke,Double Light,730000
74512,18,4 stroke,Single Light,615000
33512,8,4 stroke,Double Light,1350000
4444,20,2 stroke,Single Light,380000
23000,5,4 stroke,Double Light,1475000
54777,9,4 stroke,Double Light,930000
45000,19,2 stroke,Single Light,375000
32152,13,4 stroke,Double Light,750000
32154,11,4 stroke,Double Light,750000
48653,13,4 stroke,Double Light,670000
25800,17,2 stroke,Single Light,635000
55000,21,2 stroke,Single Light,450000
26000,19,2 stroke,Single Light,690000
45000,15,4 stroke,Single Light,550000
68000,8,4 stroke,Double Light,920000
51540,11,4 stroke,Double Light,830000
45000,9,4 stroke,Double Light,920000
9500,8,4 stroke,Double Light,950000
27000,13,4 stroke,Double Light,745000
35000,20,2 stroke,Single Light,450000
32980,11,4 stroke,Double Light,890000
56421,8,4 stroke,Double Light,1165000
12345,9,4 stroke,Double Light,735000
85000,14,4 stroke,Double Light,785000
60000,12,4 stroke,Double Light,910000
78000,14,4 stroke,Double Light,460000
10000,13,4 stroke,Double Light,740000
30000,7,4 stroke,Double Light,1250000
45000,11,4 stroke,Double Light,845000
48000,8,4 stroke,Double Light,1275000
23152,10,4 stroke,Double Light,920000
50000,11,4 stroke,Double Light,770000
82000,20,2 stroke,Single Light,530000
85000,19,2 stroke,Single Light,590000
20000,12,4 stroke,Double Light,900000
34000,8,4 stroke,Double Light,1085000
45000,12,4 stroke,Double Light,820000
56232,15,4 stroke,Single Light,682000
65000,20,2 stroke,Single Light,450000
55000,17,4 stroke,Single Light,500000
11333,10,4 stroke,Double Light,1120000
20000,9,4 stroke,Double Light,1040000
57822,17,4 stroke,Single Light,650000
45642,12,4 stroke,Double Light,950000
35130,20,2 stroke,Single Light,510000
54182,13,4 stroke,Double Light,750000
33000,6,4 stroke,Double Light,1220000
42000,5,4 stroke,Double Light,1270000
53954,11,4 stroke,Double Light,730000
45000,10,4 stroke,Double Light,1200000
98000,10,4 stroke,Double Light,840000
58345,11,4 stroke,Double Light,725000
45000,11,4 stroke,Double Light,1020000
54000,12,4 stroke,Double Light,800000
45120,21,2 stroke,Single Light,650000
23000,6,4 stroke,Double Light,1295000
54266,9,4 stroke,Double Light,925000
52000,8,4 stroke,Double Light,1080000
68000,11,4 stroke,Double Light,960000
28000,10,4 stroke,Double Light,885000
45000,12,4 stroke,Double Light,1025000
64245,11,4 stroke,Double Light,900000
56332,18,2 stroke,Single Light,560000
33000,8,4 stroke,Double Light,1150000
48000,8,4 stroke,Double Light,1020000
44331,9,4 stroke,Double Light,895000
65000,12,4 stroke,Double Light,700000
45213,13,4 stroke,Double Light,680000
43321,14,4 stroke,Double Light,750000
43332,9,4 stroke,Double Light,850000
75000,14,4 stroke,Double Light,625000
89565,13,4 stroke,Double Light,850000
43211,8,4 stroke,Double Light,1100000
24554,8,4 stroke,Double Light,1100000
68000,13,4 stroke,Double Light,445000
76543,18,2 stroke,Single Light,545000
68000,9,4 stroke,Double Light,765000
33000,7,4 stroke,Double Light,1180000
89564,11,4 stroke,Double Light,840000
23658,5,4 stroke,Double Light,1050000
50000,7,4 stroke,Double Light,975000
124000,16,4 stroke,Single Light,570000
33221,10,4 stroke,Double Light,925000
85000,12,4 stroke,Double Light,790000
74512,17,4 stroke,Single Light,675000
100000,19,2 stroke,Single Light,575000
20000,12,4 stroke,Double Light,795000
21552,8,4 stroke,Double Light,1080000
29000,12,4 stroke,Double Light,785000
44313,17,2 stroke,Single Light,635000
80000,10,4 stroke,Double Light,810000
58000,12,4 stroke,Double Light,765000
45000,17,4 stroke,Single Light,600000
64432,12,4 stroke,Double Light,730000
12588,14,4 stroke,Double Light,590000
60000,10,4 stroke,Double Light,860000
52000,13,4 stroke,Double Light,850000
64000,14,4 stroke,Double Light,750000
35000,7,4 stroke,Double Light,900000
32777,9,4 stroke,Double Light,975000
65000,18,2 stroke,Single Light,660000
54000,13,4 stroke,Double Light,680000
50000,18,2 stroke,Single Light,540000
45000,15,4 stroke,Single Light,710000
30000,8,4 stroke,Double Light,1200000
66000,14,4 stroke,Double Light,670000
45000,20,2 stroke,Single Light,590000
68000,9,4 stroke,Double Light,840000
42569,12,4 stroke,Double Light,775000
57000,12,4 stroke,Double Light,810000
45000,17,4 stroke,Single Light,650000
45000,17,2 stroke,Single Light,560000
45000,14,4 stroke,Double Light,675000
86300,17,2 stroke,Single Light,775000
45000,12,4 stroke,Double Light,960000
65000,7,4 stroke,Double Light,1185000
36500,9,4 stroke,Double Light,985000
38000,8,4 stroke,Double Light,1045000
52698,10,4 stroke,Double Light,980000
52698,14,4 stroke,Double Light,740000
47630,11,4 stroke,Double Light,900000
110000,16,4 stroke,Single Light,610000
30000,20,2 stroke,Single Light,600000
40000,15,4 stroke,Single Light,882000
4800,3,4 stroke,Double Light,1350000
37000,7,4 stroke,Double Light,940000
43500,12,4 stroke,Double Light,750000
55000,13,4 stroke,Double Light,650000
45000,12,4 stroke,Double Light,690000
65413,17,4 stroke,Single Light,865000
12345,21,2 stroke,Single Light,545000
45120,7,4 stroke,Double Light,1350000
50000,12,4 stroke,Double Light,750000
47000,8,4 stroke,Double Light,1150000
53668,15,4 stroke,Single Light,620000
80000,10,4 stroke,Double Light,845000
53000,12,4 stroke,Double Light,900000
52000,8,4 stroke,Double Light,1250000
32500,12,4 stroke,Double Light,790000
12345,11,4 stroke,Double Light,910000
100000,8,4 stroke,Double Light,1300000
15000,4,4 stroke,Double Light,1270000
66227,8,4 stroke,Double Light,1100000
80000,17,4 stroke,Single Light,565000
35000,8,4 stroke,Double Light,925000
44431,13,4 stroke,Double Light,780000
88000,10,4 stroke,Double Light,795000
58000,14,4 stroke,Double Light,875000
43321,11,4 stroke,Double Light,900000
33442,7,4 stroke,Double Light,1000000
32222,13,4 stroke,Double Light,870000
20000,16,4 stroke,Single Light,650000
30000,8,4 stroke,Double Light,980000
55000,9,4 stroke,Double Light,880000
45000,9,4 stroke,Double Light,1200000
88000,11,4 stroke,Double Light,780000
33000,7,4 stroke,Double Light,1090000
100000,23,2 stroke,Single Light,370000
45000,4,4 stroke,Double Light,1650000
76300,8,4 stroke,Double Light,950000
44313,10,4 stroke,Double Light,925000
56000,11,4 stroke,Double Light,960000
50000,7,4 stroke,Double Light,1068000
32134,15,4 stroke,Single Light,440000
21613,12,4 stroke,Double Light,850000
46291,7,4 stroke,Double Light,975000
45236,20,2 stroke,Single Light,470000
65000,14,4 stroke,Double Light,585000
56000,12,4 stroke,Double Light,1000000
49000,14,4 stroke,Double Light,850000
25000,13,4 stroke,Double Light,1030000
56166,10,4 stroke,Double Light,860000
80630,16,4 stroke,Single Light,595000
89569,17,2 stroke,Single Light,585000
45421,12,4 stroke,Double Light,1000000
58632,12,4 stroke,Double Light,640000
8500,3,4 stroke,Double Light,1285000
36361,12,4 stroke,Double Light,790000
44313,16,4 stroke,Single Light,580000
20600,8,4 stroke,Double Light,1125000
45000,14,4 stroke,Double Light,800000
38000,7,4 stroke,Double Light,1125000
55555,11,4 stroke,Double Light,990000
45453,12,4 stroke,Double Light,795000
89562,17,4 stroke,Single Light,495000
32211,12,4 stroke,Double Light,1050000
32565,7,4 stroke,Double Light,1050000
73378,18,4 stroke,Single Light,690000
50000,17,2 stroke,Single Light,690000
80000,12,4 stroke,Double Light,750000
70000,19,2 stroke,Single Light,615000
85008,18,4 stroke,Single Light,485000
39000,6,4 stroke,Double Light,1050000
20000,10,4 stroke,Double Light,1200000
43211,12,4 stroke,Double Light,925000
32154,6,4 stroke,Double Light,1200000
40000,8,4 stroke,Double Light,840000
94000,11,4 stroke,Double Light,800000
128000,16,4 stroke,Single Light,540000
65000,21,2 stroke,Single Light,545000
63000,14,4 stroke,Double Light,450000
20000,13,4 stroke,Double Light,750000
100000,12,4 stroke,Double Light,720000
68000,13,4 stroke,Double Light,765000
100000,20,2 stroke,Single Light,370000
43000,11,4 stroke,Double Light,860000
30000,20,2 stroke,Single Light,488000
69285,10,4 stroke,Double Light,845000
25000,5,4 stroke,Double Light,1150000
72000,9,4 stroke,Double Light,900000
56000,23,2 stroke,Single Light,490000
43588,21,2 stroke,Single Light,400000
15000,6,4 stroke,Double Light,1100000
38000,19,2 stroke,Single Light,460000
80000,14,4 stroke,Double Light,700000
32156,18,2 stroke,Single Light,480000
68000,20,2 stroke,Single Light,395000
28646,8,4 stroke,Double Light,855000
42113,10,4 stroke,Double Light,900000
40000,19,2 stroke,Single Light,435000
6500,3,4 stroke,Double Light,1050000
40000,10,4 stroke,Double Light,1150000
54000,7,4 stroke,Double Light,1210000
32500,21,2 stroke,Single Light,320000
64320,18,4 stroke,Single Light,480000
42638,14,4 stroke,Double Light,750000
42236,11,4 stroke,Double Light,870000
45000,18,2 stroke,Single Light,480000
44431,9,4 stroke,Double Light,830000
65900,12,4 stroke,Double Light,725000
40000,12,4 stroke,Double Light,750000
77678,9,4 stroke,Double Light,945000
44000,5,4 stroke,Double Light,1350000
56800,8,4 stroke,Double Light,1100000
100000,21,2 stroke,Single Light,348000
34424,14,4 stroke,Double Light,730000
45000,12,4 stroke,Double Light,940000
54326,11,4 stroke,Double Light,810000
20000,17,2 stroke,Single Light,620000
36980,9,4 stroke,Double Light,875000
12346,17,2 stroke,Single Light,525000
47000,8,4 stroke,Double Light,1150000
53270,11,4 stroke,Double Light,860000
50000,7,4 stroke,Double Light,1225000
82000,19,2 stroke,Single Light,425000
18800,10,4 stroke,Double Light,880000
50000,12,4 stroke,Double Light,720000
65000,18,2 stroke,Single Light,665000
80000,16,4 stroke,Single Light,733000
62516,9,4 stroke,Double Light,800000
32155,15,4 stroke,Single Light,525000
63464,20,2 stroke,Single Light,375000
38000,5,4 stroke,Double Light,1275000
25000,13,4 stroke,Double Light,700000
55000,8,4 stroke,Double Light,1100000
63500,11,4 stroke,Double Light,830000
85000,20,2 stroke,Single Light,420000
75000,11,4 stroke,Double Light,1030000
20000,12,4 stroke,Double Light,866000
65122,9,4 stroke,Double Light,1150000
44342,4,4 stroke,Double Light,1250000
99000,21,2 stroke,Single Light,480000
50000,17,4 stroke,Single Light,655000
50000,19,2 stroke,Single Light,525000
43321,15,4 stroke,Single Light,900000
100000,23,2 stroke,Single Light,360000
30000,10,4 stroke,Double Light,930000
66000,8,4 stroke,Double Light,890000
52485,16,4 stroke,Single Light,650000
90000,12,4 stroke,Double Light,850000
42000,6,4 stroke,Double Light,1125000
60000,10,4 stroke,Double Light,850000
64000,12,4 stroke,Double Light,750000
70000,20,2 stroke,Single Light,380000
50000,18,2 stroke,Single Light,630000
44331,13,4 stroke,Double Light,855000
57996,17,4 stroke,Single Light,630000
68000,6,4 stroke,Double Light,1100000
70000,17,4 stroke,Single Light,660000
85258,18,2 stroke,Single Light,515000
26500,11,4 stroke,Double Light,1050000
25000,20,2 stroke,Single Light,500000
4333,12,4 stroke,Double Light,925000
89569,17,4 stroke,Single Light,575000
58000,11,4 stroke,Double Light,850000
35000,14,4 stroke,Double Light,720000
43000,8,4 stroke,Double Light,1150000
32151,19,2 stroke,Single Light,510000
100000,13,4 stroke,Double Light,765000
12345,5,4 stroke,Double Light,1057000
62727,12,4 stroke,Double Light,990000
39876,11,4 stroke,Double Light,900000
58000,15,4 stroke,Single Light,600000
80000,13,4 stroke,Double Light,700000
49000,16,4 stroke,Single Light,500000
4431,16,4 stroke,Single Light,560000
2345,16,4 stroke,Single Light,595000
63000,15,4 stroke,Single Light,550000
50000,11,4 stroke,Double Light,825000
21691,8,4 stroke,Double Light,900000
56523,8,4 stroke,Double Light,820000
35000,10,4 stroke,Double Light,850000
50000,15,4 stroke,Single Light,690000
40000,11,4 stroke,Double Light,920000
23000,4,4 stroke,Double Light,1425000
40000,11,4 stroke,Double Light,940000
45000,17,4 stroke,Single Light,580000
89000,10,4 stroke,Double Light,890000
12345,13,4 stroke,Double Light,460000
25000,14,4 stroke,Double Light,665000
45000,18,2 stroke,Single Light,600000
65000,10,4 stroke,Double Light,800000
90000,12,4 stroke,Double Light,750000
45000,19,2 stroke,Single Light,510000
45000,13,4 stroke,Double Light,800000
35000,9,4 stroke,Double Light,885000
80000,16,4 stroke,Single Light,560000
98000,20,2 stroke,Single Light,520000
25000,8,4 stroke,Double Light,1300000
28000,10,4 stroke,Double Light,940000
43234,12,4 stroke,Double Light,730000
57000,12,4 stroke,Double Light,750000
45000,17,2 stroke,Single Light,680000
90000,19,2 stroke,Single Light,500000
50000,13,4 stroke,Double Light,700000
86300,11,4 stroke,Double Light,770000
32155,7,4 stroke,Double Light,1200000
55000,16,4 stroke,Single Light,620000
100000,19,2 stroke,Single Light,565000
100000,20,2 stroke,Single Light,500000
41000,9,4 stroke,Double Light,875000
38600,17,4 stroke,Single Light,650000
52000,13,4 stroke,Double Light,760000
45000,12,4 stroke,Double Light,810000
32154,11,4 stroke,Double Light,880000
44332,9,4 stroke,Double Light,860000
25000,9,4 stroke,Double Light,950000
43232,20,2 stroke,Single Light,550000
50000,14,4 stroke,Double Light,650000
35000,20,2 stroke,Single Light,455000
85000,9,4 stroke,Double Light,935000
89000,17,4 stroke,Single Light,590000
47580,14,4 stroke,Double Light,680000
36000,7,4 stroke,Double Light,1100000
100000,19,2 stroke,Single Light,450000
55000,17,4 stroke,Single Light,580000
20000,18,4 stroke,Single Light,420000
80000,16,4 stroke,Single Light,615000
40000,11,4 stroke,Double Light,820000
48000,12,4 stroke,Double Light,750000
20000,14,4 stroke,Double Light,600000
100000,17,4 stroke,Single Light,645000
30000,8,4 stroke,Double Light,1250000
85000,11,4 stroke,Double Light,880000
78960,15,4 stroke,Single Light,590000
95662,18,2 stroke,Single Light,575000
56000,9,4 stroke,Double Light,950000
50000,20,2 stroke,Single Light,550000
60000,12,4 stroke,Double Light,780000
68000,9,4 stroke,Double Light,1000000
80000,17,4 stroke,Single Light,520000
45000,10,4 stroke,Double Light,960000
44000,9,4 stroke,Double Light,1000000
75000,8,4 stroke,Double Light,1250000
100000,15,4 stroke,Single Light,680000
56000,18,2 stroke,Single Light,560000
20000,6,4 stroke,Double Light,1450000
75000,19,2 stroke,Single Light,530000
12345,12,4 stroke,Double Light,550000
11000,18,2 stroke,Single Light,675000
55000,11,4 stroke,Double Light,850000
33213,13,4 stroke,Double Light,730000
60000,12,4 stroke,Double Light,820000
23000,7,4 stroke,Double Light,1260000
100000,19,2 stroke,Single Light,570000
35000,7,4 stroke,Double Light,1150000
35000,14,4 stroke,Double Light,720000
30000,19,2 stroke,Single Light,550000
75000,22,2 stroke,Single Light,420000
18756,8,4 stroke,Double Light,1300000
60000,9,4 stroke,Double Light,950000
44341,9,4 stroke,Double Light,820000
52698,11,4 stroke,Double Light,680000
51000,8,4 stroke,Double Light,990000
45986,9,4 stroke,Double Light,1030000
32000,7,4 stroke,Double Light,1200000
50000,10,4 stroke,Double Light,960000
50000,9,4 stroke,Double Light,930000
45000,12,4 stroke,Double Light,760000
100000,11,4 stroke,Double Light,780000
58231,16,4 stroke,Single Light,710000
30000,8,4 stroke,Double Light,1050000
67000,10,4 stroke,Double Light,875000
65000,11,4 stroke,Double Light,915000
65412,8,4 stroke,Double Light,990000
85622,12,4 stroke,Double Light,855000
45000,22,2 stroke,Single Light,475000
87000,12,4 stroke,Double Light,790000
42760,9,4 stroke,Double Light,875000
45029,12,4 stroke,Double Light,850000
30000,8,4 stroke,Double Light,900000
44000,10,4 stroke,Double Light,795000
6561,12,4 stroke,Double Light,795000
45864,11,4 stroke,Double Light,740000
100000,18,2 stroke,Single Light,650000
52500,13,4 stroke,Double Light,660000
60000,14,4 stroke,Double Light,775000
49000,8,4 stroke,Double Light,1200000
35000,11,4 stroke,Double Light,750000
85000,11,4 stroke,Double Light,790000
45000,8,4 stroke,Double Light,1020000
70000,17,2 stroke,Single Light,500000
54332,23,2 stroke,Single Light,318000
21588,11,4 stroke,Double Light,865000
20300,5,4 stroke,Double Light,1290000
62981,18,2 stroke,Single Light,630000
45356,17,2 stroke,Single Light,640000
63000,8,4 stroke,Double Light,952000
85212,12,4 stroke,Double Light,800000
60000,17,4 stroke,Single Light,750000
32000,8,4 stroke,Double Light,1050000
75000,16,4 stroke,Single Light,680000
120000,18,4 stroke,Single Light,610000
72000,7,4 stroke,Double Light,1050000
52668,10,4 stroke,Double Light,725000
30000,21,2 stroke,Single Light,580000
44242,8,4 stroke,Double Light,880000
45000,18,4 stroke,Single Light,830000
21532,20,2 stroke,Single Light,550000
23000,13,4 stroke,Double Light,800000
56000,19,2 stroke,Single Light,570000
52727,11,4 stroke,Double Light,930000
56899,20,2 stroke,Single Light,645000
30000,5,4 stroke,Double Light,1250000
42000,16,4 stroke,Single Light,565000
54000,10,4 stroke,Double Light,920000
50000,14,4 stroke,Double Light,625000
75000,12,4 stroke,Double Light,735000
50000,12,4 stroke,Double Light,850000
54300,17,4 stroke,Single Light,490000
45000,9,4 stroke,Double Light,970000
60000,19,2 stroke,Single Light,440000
63662,20,2 stroke,Single Light,400000
72530,7,4 stroke,Double Light,1200000
20000,23,2 stroke,Single Light,520000
100000,18,2 stroke,Single Light,590000
12345,16,4 stroke,Single Light,440000
20000,18,2 stroke,Single Light,530000
45000,10,4 stroke,Double Light,850000
43312,7,4 stroke,Double Light,1098000
45000,18,4 stroke,Single Light,700000
38000,7,4 stroke,Double Light,1125000
80000,16,4 stroke,Single Light,615000
100000,16,4 stroke,Single Light,670000
50000,11,4 stroke,Double Light,800000
95000,8,4 stroke,Double Light,1020000
65421,10,4 stroke,Double Light,625000
72350,11,4 stroke,Double Light,950000
42143,11,4 stroke,Double Light,850000
44000,8,4 stroke,Double Light,990000
100000,14,4 stroke,Double Light,650000
96000,13,4 stroke,Double Light,910000
120000,23,2 stroke,Single Light,360000
30000,12,4 stroke,Double Light,1000000
32152,20,2 stroke,Single Light,450000
50000,8,4 stroke,Double Light,1300000
65000,19,2 stroke,Single Light,490000
60000,10,4 stroke,Double Light,865000
21000,8,4 stroke,Double Light,920000
